ax,ay,az,gx,gy,gz,temp,flame
-492,8924,-6660,-3249,-937,743,80,1
8284,748,-7636,-2972,-1056,684,111,1
724,1512,-6896,-3609,-1299,556,134,1
-1840,7820,-6344,-3642,-1937,538,128,1
-14576,-7812,12996,-4332,-3374,460,79,1
-8404,-620,1480,-3919,-3546,-7,159,1
-12188,-9276,18144,-2255,-2334,-563,148,1
-5176,-10212,22224,-2446,-2482,-778,146,1
-15144,-7172,8920,-3525,-4001,-84,145,1
-14640,-9712,17840,-2882,-3717,-319,175,1
-13304,-5400,8080,-3008,-3162,-631,153,1
-13020,-8744,14972,-3024,-3127,-451,119,1
-2232,7504,-6496,-3756,-3623,-135,167,1
-15336,-5540,7516,-3389,-4146,-262,143,1
-11976,-5196,8236,-4258,-2654,497,108,1
3912,-228,-8880,-3562,-1128,488,134,1
1084,-1460,-8872,-2822,-907,972,159,1
2824,-16,-1864,-1204,-1276,880,112,1
4408,604,600,-816,-2962,845,138,1
-11300,8376,32767,-1249,-3033,195,72,1
392,4692,32440,0,396,131,134,1
3992,4356,32224,1166,3172,602,120,1
1488,2828,12816,1166,3172,602,132,1
5908,6788,22344,1538,3636,-289,137,1
-3416,4120,14488,-2092,-1848,-581,116,1
-912,-6804,19140,-507,939,-1673,90,1
-4260,-9472,21996,-1187,-799,-917,136,1
-13972,-10352,14864,-4672,-3473,237,119,1
3964,-252,1552,-1644,-1313,1124,100,1
-3048,2368,9888,-1110,-4802,190,142,1
6936,4676,32388,-1048,-2701,89,131,1
7724,2164,31108,1932,4158,704,96,1
9784,160,29060,1215,2920,-12,140,1
-9976,4100,12268,-1115,-204,-164,154,1
-9860,3692,13004,-2073,-1617,-375,106,1
-12084,2740,12520,-1976,-1769,-770,122,1
-940,-5960,22460,-389,1000,-1545,159,1
-4728,-8848,22712,-812,-400,-1147,131,1
-7008,-10728,21324,-2578,-2198,-790,141,1
-888,7116,-6424,-4487,-3158,396,87,1
4340,-284,-9760,-1978,-381,866,134,1
104,2752,9412,-804,-4053,444,146,1
7200,4472,30920,-1142,-1900,187,131,1
7840,852,32164,1767,4413,700,142,1
9300,1468,30420,2188,4212,17,134,1
-7076,4748,15168,598,2383,-58,146,1
-11204,4760,13832,-1712,-1259,-362,139,1
-9264,5188,12916,-2081,-1442,-554,111,1
-7648,-5892,18052,-1789,-1265,-1244,117,1
-5700,-8932,18068,-407,1205,-1346,142,1
-444,-6944,22272,-1249,-1909,-1028,138,1
-16132,-6952,8672,-3121,-3915,-274,159,1
-13844,-7556,13140,-4349,-3781,-14,157,1
-840,2464,-6188,-4127,-2783,460,73,1
-2060,6972,-6452,-3973,-3202,508,124,1
-1760,6744,-6900,-3737,-1679,486,100,1
-15164,-7792,9852,-4112,-3571,414,130,1
516,6948,-4908,-4219,-2255,376,128,1
-9544,-1428,3500,-4065,-2914,523,70,1
-13976,-8328,17376,-4211,-3868,2,83,1
-9992,-2488,3872,-3664,-3819,-71,175,1
-11640,-8344,18524,-2864,-2578,-702,152,1
-8020,-10188,22016,-2068,-3152,-522,150,1
-13196,-7228,13664,-3059,-1,-1,154,1
-3792,-7948,24636,-735,66,-1154,142,1
-7880,-480,15696,-710,468,-1479,155,1
-5152,-432,16948,-2289,-1504,-728,86,1
-3800,3384,13868,-290,834,-84,160,1
8724,2424,31408,2290,4772,515,155,1
9412,2236,29844,1093,2613,2047,122,1
8236,3240,32767,1449,3674,546,130,1
3924,3480,30836,1487,3622,524,159,1
8148,4512,25204,2230,4851,449,84,1
9008,1664,30860,2436,4699,172,126,1
8652,3352,32767,2699,5410,437,98,1
8216,884,29588,2089,4461,560,88,1
8792,3416,32767,1257,3054,745,120,1
2952,2612,31712,1510,3646,694,147,1
6912,2268,27544,2026,4636,624,143,1
9600,2016,27536,1923,4636,624,108,1
1279,-23808,0,0,0,0,136,1
9248,2236,24852,2484,5096,174,122,1
7096,5544,21024,916,2656,-287,132,1
9208,2712,23852,-236,969,-1,151,1
-12256,4324,14396,-982,-299,-225,143,1
-8032,2944,13136,-2160,-1645,-1085,88,1
-13056,4772,15024,-1889,-1873,-780,124,1
-8296,-528,17656,-2014,-1743,-988,128,1
-11704,1696,12000,-1998,-1717,-855,135,1
-2888,-8060,17964,-1260,-210,-1523,137,1
-1664,-7800,20708,-347,1187,-1269,116,1
-3592,-8692,17900,-471,469,-1446,100,1
-5216,-8984,22488,-288,1119,-1378,128,1
-9080,-5092,20860,-562,724,-1331,102,1
-6824,-3252,19676,-450,890,-1600,90,1
-5048,-10692,20576,-494,870,-1095,88,1
-3176,-8340,22076,-524,924,-1161,124,1
-3288,-8256,18476,-637,136,-1215,145,1
-9348,-10156,22256,-382,969,-1174,108,1
-12344,-3864,21148,-852,-54,-1183,138,1
-8104,2928,12052,-1214,-393,-1538,136,1
-8404,1244,14984,-2214,-1883,-669,128,1
-5960,4984,14668,-1997,-1527,-361,110,1
-12124,3800,11528,-1352,-296,-267,134,1
872,1480,11920,340,1907,-329,148,1
8944,1780,32516,2752,5207,334,128,1
8020,616,30436,1369,3306,607,139,1
7984,588,31764,420,1405,297,142,1
-10408,7376,32767,-527,-442,214,136,1
8440,2172,32767,-755,-1231,73,128,1
-2920,6832,32767,-1051,-1684,234,100,1
-14932,4652,32767,-901,-1820,187,99,1
8916,4188,32767,-709,-1258,97,128,1
7516,1364,31820,1139,3339,809,125,1
8048,2588,32767,2411,4846,330,148,1
3092,7084,13892,2020,4352,151,123,1
10736,2280,31304,2233,4341,452,145,1
-1288,6436,31248,732,2282,417,112,1
4564,3740,31964,-559,-528,468,130,1
-5084,2028,32767,-1008,-2287,-49,90,1
-4592,6952,32000,-355,-609,121,135,1
-1680,6696,32767,1372,3781,715,147,1
11680,1760,30012,2710,5135,370,128,1
9548,1920,29852,2392,4712,222,128,1
4188,4716,15380,2578,5220,245,128,1
9320,1352,31336,2336,4648,529,109,1
5660,4012,31704,1962,4410,576,159,1
9392,528,30400,1468,3788,567,128,1
8768,2220,32767,1013,2438,467,112,1
1264,5220,32432,1290,3540,648,130,1
8056,1644,32736,1026,2536,450,148,1
-10268,8576,32767,-661,-498,231,121,1
-10148,-2660,14472,-1561,-4910,-21,143,1
-13352,-3856,23672,-706,-3686,709,122,1
5304,1096,3148,-1153,-1390,1078,127,1
6196,-568,-5924,-1491,-1386,970,116,1
-520,4552,8796,-1195,-2359,961,125,1
844,1268,8368,-713,-3471,869,127,1
4236,2464,5860,-946,-3625,558,156,1
-8848,-3028,18280,-776,-2109,972,122,1
4368,184,1560,-1503,-595,893,116,1
4624,-1692,-4272,-1237,-635,774,113,1
5556,-452,-8160,-1433,-1377,1000,136,1
-9176,340,16568,-776,-2548,1059,122,1
1308,2136,6044,-928,-3443,749,128,1
0,0,0,1,-1,-1,136,1
4964,-152,-4984,-1601,-190,642,143,1
1592,-860,-7852,-2256,-777,749,143,1
-14064,-4684,5628,-3688,-2411,495,108,1
312,3220,-8116,-4453,-2556,117,95,1
-14496,-8296,8524,-2929,-4088,-27,142,1
-6124,-10464,21740,-1845,-2162,-705,114,1
-1220,-9048,22372,-350,1025,-1288,126,1
-6896,5600,13592,-2316,-2014,-424,96,1
9064,1372,30812,2104,4500,198,136,1
7732,3120,31460,1288,2933,730,136,1
-9100,5396,32767,-673,-1125,178,124,1
7184,4024,32180,-165,581,692,120,1
-10704,3908,32767,-1314,-3645,16,86,1
4160,1700,4304,-828,-1639,1051,140,1
-10720,-4256,4964,-3733,-2362,426,114,1
-8212,-9800,20648,-1003,-298,-829,146,1
-7128,-3072,19992,-764,571,-1539,152,1
-7512,1020,16224,-2383,-1842,-452,71,1
12,4748,12400,1055,2952,7,144,1
9072,1148,30704,2508,4788,214,133,1
6868,1108,32767,2714,5409,245,103,1
7752,5552,23864,2220,4651,257,104,1
6540,2052,32767,2010,4226,354,96,1
-5908,7712,32767,884,2592,723,147,1
4488,352,31416,-862,-1345,-50,128,1
-15060,5052,32767,-1492,-4054,22,143,1
-7375,-1,-1,-1,-1,-1,143,1
2972,996,6828,-1073,-2399,1018,159,1
6384,4,-3920,-1221,-1844,1029,128,1
2120,1684,7912,-1129,-1065,842,129,1
6888,-2936,-8588,-2196,-326,597,120,1
-5112,4272,-3448,-3674,-1708,439,130,1
-2792,7864,-6448,-3570,-3820,-154,135,1
-13096,-7444,11460,-3471,-3111,-459,159,1
-9284,-10468,20956,-3019,-3957,-539,96,1
-12652,-8928,17968,-1808,-1278,-720,128,1
-2480,-8024,22772,-953,-674,-1124,127,1
-10248,-10080,20528,-430,711,-1144,128,1
-1824,-8580,18576,-251,1285,-1346,147,1
-7136,1092,14096,-764,664,-1489,143,1
-8484,-4760,20200,-1563,-706,-1014,128,1
-10400,4588,12180,-2016,-1301,-907,112,1
-8732,3336,11396,-1453,-643,-263,146,1
3112,4536,14628,1016,2912,-108,124,1
10952,1872,28852,2161,4640,221,117,1
2560,5756,12820,1661,3741,-222,128,1
6556,4624,23120,1544,3431,-110,139,1
10000,1864,31344,2088,4035,167,134,1
4336,1888,15472,1609,3660,4,134,1
7348,3396,25900,1839,4118,24,130,1
8824,2392,22468,-587,501,-119,163,1
-5004,4820,11512,-1922,-684,-439,141,1
-6264,3496,14232,-1134,-84,-174,143,1
6012,5588,18136,-1,-1,-1,142,1
8376,1400,31864,2247,4476,229,122,1
8596,3716,25136,2416,4780,284,124,1
6872,2148,32767,2071,3994,330,138,1
-5108,6988,32767,554,2548,894,106,1
3192,4168,30820,-1008,-1760,121,120,1
-11704,-5144,22624,-1264,-4639,-35,153,1
0,0,0,0,0,0,138,1
812,-1356,-8212,-2630,-171,532,122,1
-204,5932,-6812,-3070,-306,333,127,1
-13336,-8248,8756,-3917,-3782,458,120,1
-11244,-2996,3708,-3760,-3914,-48,145,1
-15868,-9252,13440,-2396,-4070,-212,179,1
624,5332,-4764,-4561,-2453,157,92,1
-536,6060,-6328,-4008,-3268,444,112,1
-5412,9764,-4728,-3839,-2650,635,134,1
712,5072,-6928,-2576,600,308,143,1
5288,1208,-140,-2074,-1018,756,120,1
3396,-144,2412,-1554,-657,793,119,1
3268,976,-8084,-1959,197,565,96,1
-2976,6132,-4872,-2967,-368,523,96,1
1588,-936,-7048,-3420,-2261,671,135,1
2604,-336,-9532,-2566,-294,643,136,1
-2292,9252,-6492,-3492,-1516,447,136,1
-9888,-3044,3768,-2407,-2944,-522,140,1
-9848,-9464,20248,-836,19,-981,146,1
-4552,-8816,18588,-356,1099,-1512,140,1
-12584,2768,12372,-1611,-1395,-1001,72,1
-4452,-9452,19452,-572,649,-1597,125,1
-9124,-2200,19868,-396,966,-1266,127,1
-5324,-8972,22256,-1,-1,-1,121,1
-6280,-7912,20232,-1237,-373,-1094,136,1
-6864,1240,13428,-1880,-1045,-915,84,1
4288,4484,14564,-1012,173,-206,163,1
-4216,2024,14096,719,2385,-226,132,1
8548,2340,32767,1369,3549,511,135,1
-2260,2212,8824,-1268,-4696,20,154,1
-12740,-5268,26132,-693,-2683,1065,136,1
3252,-3164,3436,-1061,-2286,956,120,1
344,236,-8408,-1829,-760,941,138,1
2720,1584,6776,-1397,-349,762,98,1
7928,328,-7244,-2448,-700,606,130,1
1720,2232,-4792,-2368,532,335,120,1
-2660,3216,-7240,-2369,-1015,830,140,1
4028,-988,1860,-1508,173,606,137,1
284,5320,-4888,-3053,-374,342,127,1
-11316,-4296,3816,-3888,-3746,499,76,1
-1592,3536,-6964,-4473,-3468,-97,135,1
-15400,-6604,5096,-3001,-4342,-156,134,1
-9196,-804,1996,-4198,-3221,467,112,1
-9560,-3264,4848,-3650,-1607,463,135,1
1832,3440,-5128,-3429,-537,265,124,1
0,0,0,0,0,0,136,1
2160,-2596,-2748,-2976,531,117,134,1
5524,-92,-7504,-2694,-1452,782,128,1
4148,-1812,3696,-922,-1922,1064,142,1
280,3432,9336,-844,-4053,413,128,1
280,3432,9336,-844,-4053,413,83,1
3740,-1904,3880,-731,-3220,819,96,1
-11636,-4468,25276,-664,-3149,796,128,1
-3716,2832,8172,-1458,-4704,-13,150,1
-328,3420,8104,-1667,-4991,-53,151,1
-11988,8104,32767,-1257,-3850,218,159,1
-12664,2720,32767,-708,-1364,622,80,1
-14828,1484,32767,-810,-1388,212,106,1
7404,1916,32767,230,1065,271,80,1
10480,1544,30256,2613,5526,514,128,1
8664,2424,27144,787,2554,-434,137,1
-11456,3760,13800,-1425,-765,-427,114,1
-9112,-1532,14884,-1269,-1173,-1099,112,1
-14600,-9136,10344,-1403,-2227,-769,137,1
-5148,5808,-2008,-3771,-4039,554,96,1
-1120,5572,-4016,-2348,219,687,142,1
-10996,956,21820,-1002,-2304,1051,127,1
-11404,6392,32767,-1290,-3674,42,131,1
9664,4100,32200,2247,4853,541,109,1
-1980,1592,11800,466,2063,-446,149,1
-12492,2520,13556,-2051,-1819,-587,108,1
-7656,-3364,19584,-427,1047,-1698,96,1
-11504,-10004,19636,-1607,-969,-842,141,1
-16328,-6860,9732,-3674,-4514,317,68,1
5588,-176,-4652,-2717,-826,762,117,1
3848,-680,2132,-967,-1147,714,115,1
-2504,3028,8348,-1329,-4679,309,138,1
-10704,8836,32767,674,2571,1012,137,1
5500,5012,23228,674,2571,1012,70,1
-32764,-19189,257,0,0,0,136,1
4900,3812,30652,1006,2932,1036,132,1
9512,2312,27152,2201,5107,977,137,1
7168,480,31968,1929,4315,708,118,1
-9212,6968,32767,291,1438,651,88,1
-9772,7192,32767,-1575,-4475,-66,84,1
-3924,4060,9424,-640,-2815,852,138,1
4536,-1220,-7288,-1463,-343,805,147,1
-1692,5972,-8688,-2728,100,420,136,1
828,2592,-5884,-3631,-1098,306,132,1
-1600,8100,-6736,-3669,-2261,477,124,1
-1008,3604,-7976,-3008,-807,295,139,1
5560,536,-4152,-2377,-849,878,143,1
3420,916,5120,-1131,-1312,975,104,1
4140,1656,1364,-913,-2426,966,132,1
-14884,-452,31256,-1108,-4343,181,146,1
-11612,-5252,25376,-1030,-3980,294,148,1
-3400,2100,10628,-688,-4149,349,150,1
-1832,2328,9240,-1155,-2362,1026,138,1
5188,408,-976,-1409,-859,1007,112,1
3248,460,1588,-1077,-2232,1053,116,1
-11696,-5792,24100,-835,-2964,689,128,1
-4116,4,10076,-828,-3615,747,145,1
3832,1880,4296,-1166,-2298,868,134,1
5772,-120,-9948,-1495,-1050,945,84,1
4692,548,-876,-2041,-60,742,143,1
2116,2272,-6496,-3056,-208,351,136,1
-360,5048,-5968,-3149,-473,479,131,1
-15828,-7744,11028,-4162,-3285,495,96,1
-16028,-7068,7504,-2970,-4116,-346,153,1
-6000,-9872,21204,-1569,-1872,-878,136,1
-14540,-8872,12876,-1087,-1124,-900,112,1
-11056,-9732,19532,-1,-1,-1,136,1
-12800,-10784,21556,-1700,-2697,-532,141,1
2800,864,-7200,-4208,-1856,449,88,1
844,-1488,-7164,-3299,-1087,619,120,1
5044,180,-5444,-1266,-1388,1098,92,1
-5212,1936,12716,-988,-3898,320,155,1
-14628,7248,32767,-1314,-3626,3,147,1
-15264,-2484,28672,-1678,-4906,-252,114,1
9164,3660,32767,-300,-107,218,98,1
3008,2984,31992,-477,-135,565,134,1
0,0,0,0,0,0,84,1
424,1260,7064,-1533,-5454,-37,133,1
1428,4964,32767,-1264,-2814,48,131,1
7736,-120,31320,2014,4504,587,105,1
5060,4588,18316,-461,763,-275,163,1
-12140,-5048,20648,-1651,-1383,-1043,137,1
-2728,-8520,22208,-741,-269,-1235,138,1
-15960,-9656,17472,-3214,-4741,79,141,1
4748,-1344,-6304,-2462,254,673,104,1
3296,-904,-440,-1314,-831,861,130,1
7072,376,-6144,-1073,-1858,1110,118,1
-10528,-6148,18556,-828,-3173,834,141,1
-7032,-28,12640,-730,-3509,502,136,1
4164,-856,-1184,-1099,-1658,991,140,1
1908,3288,7056,-1180,-845,922,111,1
5900,-1676,-7172,-2693,-475,620,107,1
-1760,6904,-7184,-3275,-1584,683,140,1
-2000,2400,-6764,-2870,202,292,141,1
2300,-1040,-8560,-3185,-1,-1,135,1
-3124,5720,-4236,-4040,-3864,219,142,1
-14968,-8316,14260,-3526,-3795,-116,143,1
-14968,-8316,14260,-3526,-3795,-116,95,1
-12992,-9724,18020,-690,72,-1112,124,1
-12568,-10512,19136,-1509,-2014,-739,128,1
-12948,-8708,17604,-4450,-2502,121,111,1
-256,8232,-6900,-4046,-3280,351,134,1
-14704,-10408,15840,-2482,-3557,-352,154,1
-15636,-7304,11556,-1364,-2042,-815,130,1
-7116,-9864,21772,-1085,-998,-1106,137,1
-7092,-6096,20404,-260,734,-1367,96,1
-3380,-9312,19488,-752,410,-1350,132,1
-7752,-1232,17380,-1290,-719,-1218,124,1
-6576,-3044,18884,-440,1062,-1604,90,1
-13784,-8884,15612,-1956,-1527,-767,128,1
-13892,-8704,13180,-3909,-3599,7,143,1
-1860,6052,-6536,-4076,-3744,-177,143,1
-14816,-9008,15168,-1906,-3172,-583,145,1
-2080,-8056,23148,-1088,-671,-935,142,1
-8848,-10444,21500,-587,540,-1134,135,1
-6364,-8860,20584,-416,812,-1298,80,1
-9096,736,11888,-1349,-979,-1047,118,1
-7868,-3748,19080,-1840,-875,-1115,139,1
-8728,-648,11616,-2089,-1804,-822,135,1
-1972,2252,13256,-2134,-1396,-352,130,1
-3608,2928,12964,-325,1443,-139,160,1
10228,-380,28932,2237,4615,183,131,1
7912,3408,32767,2427,4951,360,128,1
4028,3652,29768,-500,-631,280,136,1
3716,1848,3860,-1083,-1512,973,140,1
-5688,1200,-308,-3392,-1261,274,96,1
-15192,-8712,12392,-1400,-2045,-557,144,1
-8696,-7120,21632,-505,1027,-1163,96,1
-11380,4600,11480,-1534,-992,-1121,128,1
-8320,5192,14335,-1,-1,-1,136,1
1504,4604,30252,-559,-468,327,116,1
9760,-1492,-4984,-1553,-609,3071,133,1
-15476,-6064,8332,-1956,-3272,-664,124,1
-8992,4784,14308,-1549,-646,-244,173,1
-10552,6636,32767,-317,223,377,128,1
-8808,-1380,13812,-1040,-1989,857,137,1
-1428,8400,-5512,-4059,-2739,276,124,1
-5344,-9848,21900,-407,530,-923,108,1
0,0,0,0,0,1023,128,1
5748,6128,16500,108,1902,-249,128,1
